"","Cluster","fac_1","fac_2","fac_3","fac_4"
"41",1,11.1393983702012,5.23037366722156,-4.08747842583195,-7.28417414799069
"42",2,8.27344906593582,-5.39640618804724,0.062874162518091,-4.46834877954104
"43",1,-0.987857949535217,7.68390081794504,-6.14889693501642,1.22784327754059
"44",2,-1.3938291141464,7.03877401485283,-1.74853067511686,4.10425388202405
"45",1,1.60460572380859,4.05411045768276,-7.14025932312644,0.447089761338891
"46",2,2.52672822110828,6.39927088957241,-1.2610609368598,-2.51234998297773
"47",3,2.26769032072835,-6.04649038296663,-3.2756722027995,-6.35641975048098
"48",2,-5.15039754134882,7.36661929422661,0.990131294655829,4.91109008691693
"49",2,5.51637938133873,3.22169694162154,2.03080476311807,1.3288617739688
"50",4,-9.00141188346553,-4.38820878210538,-1.91395137650059,5.85505601024112
"51",2,6.66392554374335,1.21861287217366,-4.39236148763187,-5.33142413025499
"52",2,4.23711627853308,-4.69250360950397,1.61627273671214,0.0793741485394015
"53",3,-3.13839057032882,-9.18549529037057,3.55534298269255,-0.930305345046069
"54",1,4.59291152977544,6.66104088659086,0.467867011821642,-0.610282181040633
"55",3,2.71115889717707,-8.0071053491469,-0.489318664304871,-5.71855501688588
"56",3,-0.232280417149152,-0.805293415382338,4.05992329278254,2.18758091810171
"57",2,4.14593175668926,-2.0174836226721,-3.35761384101232,-0.810172955296696
"58",2,1.54327973430559,4.28567306567814,-1.50336463059047,4.45365781332536
"59",1,4.01507162537503,9.12455677829954,-4.87888397850449,1.48893365969925
"60",4,-18.8140195937672,-4.42383764276065,3.07896170795337,4.90216590453021
"61",1,6.91709018631341,2.82867747988494,-5.61422237686048,-2.43597611221266
"62",3,-2.13657831207736,-4.56541099225236,-0.201468351073452,-0.246535707890001
"63",4,-9.67991925766527,-8.65316530595321,1.90713514032346,5.27142439764138
"64",3,-0.136474030693648,-1.87404598656176,4.00318262283482,2.19277826335411
"65",1,11.2361543110661,1.83850379562614,-7.90165471133038,-1.75591822148474
"66",3,-5.35713094551204,3.32295258403086,0.0717938420635549,5.72524290372012
"67",4,-8.13685493085041,4.84022214694238,1.78112621778241,4.90238149235231
"68",3,-3.98142926011758,-3.34680459476669,-1.35375049455339,0.176150609496771
"69",3,-1.96054537401963,-6.19519440999648,-11.5745641760123,5.67623005133014
"70",3,0.144629696925508,-3.71293269796493,0.922345233605061,5.38356415187128
"71",3,-5.70520900101292,-0.313527507826902,1.22349180147604,0.479897306729257
"72",1,8.7171644629157,3.0151641392315,-3.97024940218976,-4.8859960832941
"73",3,-0.951912306130301,-4.93369234440641,-0.0840707119765878,-3.68530569577275
"74",3,0.668616837526147,-10.3217451375697,3.29015191147576,-1.70746768618455
"75",4,-15.9434431210584,-9.27908140542126,3.92985758601002,4.81019306132429
"76",3,-2.03562823731253,-4.86871540276624,-1.9711681402652,5.29162444810735
"77",3,-8.79095967899347,1.0853280884486,-1.77373046208099,-0.178169800076655
"78",1,6.86505807469529,12.0429154030437,-10.2428195524187,-4.7255703494995
"79",3,-5.5026540834409,-2.63144185267525,7.37743612322356,-4.75373944586795
"80",2,2.43965778854968,-4.12024369414429,-1.89110405988301,-3.63268609367433
"81",4,-13.5153495696267,1.27000656780949,5.45282134358579,0.0562393483591913
"82",4,-10.0369574245539,4.83182640081338,5.68769443568571,-1.35398603598291
"83",3,-4.41676592206858,-1.05207017781088,-3.72877903296141,2.63696800224469
"84",2,4.36700413172322,6.81516065382869,6.99586118876463,-0.790306661907434
"85",2,4.98367520760853,6.22477336257841,2.00166427661652,0.620859938160562
"86",2,6.56034679914386,1.58481777546098,-2.92488752123257,-3.98677785321349
"87",2,2.22361305561844,2.93210224251148,-1.42542938173079,-4.38785846020504
"88",3,-2.80221695009869,-5.90256760489406,2.93986965613521,-0.420540438607612
"89",2,4.67380179057117,1.59724033070727,-0.652393929454071,-1.60420978966909
"90",2,1.30289955390189,1.64336887466495,4.63849022604837,2.85008804013184
"91",4,-10.7333639104887,-7.76227266306592,9.99732779790351,1.43185843070867
"92",1,14.6096044494319,15.6369405016658,-10.1148809249651,-4.38194930755696
"93",4,-8.03930782213043,-7.48818562864269,-0.208977566607731,2.26559776367422
"94",4,-6.66395214322631,-2.74122562518894,-0.619319885139311,1.75891940447611
"95",1,-0.828420658839509,8.7008270308088,-3.32936683213207,0.175236915228507
"96",1,5.70303466392447,3.18551547090132,-3.27211299134644,1.40989675952759
"97",3,-3.00971990103209,-5.25686339220334,7.21723648819054,-2.45893900333356
"98",4,-5.50469461268293,-3.01532850806633,0.213743853067218,0.340202665397751
"99",1,4.65337630396753,6.15066461978505,-0.994683274814968,-0.741304681465446
"100",4,-9.0584916197456,-6.82900221198087,3.44488121582055,5.5598740052412
"101",1,3.87577107248837,8.55954420969465,0.652756239978351,3.24292343680933
"102",3,3.48162067556906,-1.69611112753233,2.80686473361384,-7.6543799148174
"103",2,1.62226254071695,2.19432506758962,-7.102083507618,7.18771171444471
"104",1,6.57664295763028,7.97789485950814,-6.29531801438402,-0.170986446965921
"105",1,8.82699618965536,13.3253007755367,-3.45487488775061,1.46786998635314
"106",2,3.94519625446443,-2.83232737226092,-0.252386017590907,3.29517320627476
"107",3,-1.91308948375541,-7.67046455600661,3.91675197823907,-2.04893634939507
"108",1,8.88209934759713,4.01573412949124,-2.78946916223727,-4.3480102463422
"109",1,13.8779663693777,14.0071369999277,-6.44561426901374,-3.77394790286558
"110",2,7.44327174610403,-6.66157440589975,2.50912532117135,-6.2831113726401
"111",2,5.89235584602254,2.02344936001336,-0.334394631085865,-4.44472968491089
"112",2,1.55784154122796,3.15469610378095,6.69644761660507,-1.38779619685856
"113",2,1.20481343096271,0.247505265802922,2.98461875814462,0.472477655126547
"114",1,0.21214612082409,11.6066863832711,1.57081582984917,-0.847120156846123
"115",4,-9.13622803054414,0.935606180929901,6.50809516989035,5.76907588663807
"116",2,6.02353849981655,2.20872456040116,-1.27903323966642,-2.98612032134084
"117",2,8.35671377626567,1.56133024766963,-7.49788875805551,-1.1934110823732
"118",2,6.61692094036552,1.98601165586393,-1.57936741235489,-0.971830315261314
"119",3,0.561705038375934,-6.56709547603043,-0.349868190358647,-1.48286092978536
"120",4,-4.48633470517382,-7.65736634738542,4.25853697128062,1.94974584962769
"121",3,-3.64809636130399,-1.75940702653217,-1.44530614964838,-0.763703039908248
"122",3,-0.115742451785962,-4.32083738339565,-0.863504902903216,1.6367271277343
"123",1,11.5751653476744,7.53891286510319,-7.66554857285874,-2.61903267440291
"124",4,-11.8909207281452,-1.06569048645904,0.62729956114053,-0.798247893045512
"125",3,-2.5750299254895,1.02754747233439,0.864860953372407,0.915939633464175
"126",1,1.88407444183377,6.58915036991887,-3.37614975965553,4.04987008353885
"127",2,-0.575976294511166,1.49382037518846,-0.457877020884298,-3.30028528511132
"128",4,-8.38201307005996,3.33578281931613,4.14166093794078,3.67442789805139
"129",3,-0.699978492239044,-3.03499253722766,1.69393021076594,0.9614254853647
"130",2,-2.09567619940304,-3.43979673093777,-4.98362638554015,-1.63063129945444
"131",3,2.33785257904512,-4.09413488066506,6.79594442439368,-1.11513772640773
"132",1,6.95719648618216,8.92646759393849,-8.06197674431051,-3.07864657585686
"133",2,1.78191099805255,-0.970910785042937,0.364482545887774,0.404949364491321
"134",4,-15.0168978363911,-12.0731853317242,7.21585961913673,4.10018338931953
"135",2,8.49217661922438,0.508795361708652,-4.85913391856594,-4.7421529512689
"136",2,3.32987723508751,4.93311865636819,2.14459125467605,-0.759805790588643
"137",3,3.49756254226104,-7.24455403982154,1.93965406415449,-0.0415280274639409
"138",1,9.80521140966401,5.52196435713377,-6.17220730201918,-5.69476693184178
"139",2,-1.28845120559407,-1.06798855489091,-2.63735484558356,-5.52875502750318
"140",2,2.29532758943204,2.78141410084119,-3.56311221903744,-2.12232053965531
"141",3,-3.44831306682855,2.44235122669801,3.03542637714994,-1.92848147400893
"142",3,-1.09044469098092,-4.84943572316228,-0.943822431821876,-1.90408234134557
"143",1,11.9337025604972,1.65333202932158,-2.48352292019679,-3.81614902955372
"144",2,3.26042247692668,-3.10288915669262,-3.76202417600103,4.27457918127056
"145",1,6.69701882168793,15.6891316676236,-4.35226449521043,-0.407821521733026
"146",2,4.42545034238659,1.79800342031789,-3.7702824548113,4.09021823544985
"147",3,0.444127676292601,-8.89201680745858,1.28364225143162,5.02269643871321
"148",1,11.254588154941,1.54962982741128,-6.60998614322758,-0.482118495169833
"149",2,-1.27788559258345,3.70837888315518,-0.446963828516783,2.71040306148211
"150",3,-0.982583958610232,-7.523849638642,6.30909328153551,3.7807803584737
"151",3,0.968133291769205,-7.60563452053058,0.549767879235842,-1.33426841064204
"152",2,4.43339053519171,-2.5827348490361,0.215635068698901,-0.160750718726451
"153",4,-13.9633822627869,-0.0228396969089108,4.91194081320944,6.32376732743591
"154",1,10.2182991648369,8.10090353451495,-4.11256424918449,-2.78500143507987
"155",1,10.5328685710005,9.14989575279751,5.5165524080993,-2.90016087640893
"156",2,-1.08302748054251,2.70655345711383,-2.00865747819006,4.59179304617494
"157",2,5.41394439536567,4.78989454105453,1.08406301298873,-5.01382465579977
"158",4,-8.86917631435809,-4.2641445608647,1.66503168959043,-0.0412524957769059
"159",2,1.77801269422752,-4.39567683013646,-7.89960281561027,-3.05406219378569
"160",2,4.37659232852024,1.0981082977184,5.22251677827503,4.56388243160575
"161",4,-9.32995182159807,-3.35691538804155,-3.13379488268925,0.127623861865342
"162",4,-5.23689598098892,-7.67055584257546,4.06770936620309,1.36002332785403
"163",2,4.92007933962177,-0.503943936121465,-3.40118183072968,2.71213750728481
"164",1,-3.73724454384814,8.73502814545947,-2.92915765638035,1.06246160169359
"165",1,-2.12644285269574,6.61952106568611,-1.83104398325349,-5.11654777921981
"166",4,-7.36099023528529,-0.732924298286253,6.86410302006082,4.94324549196709
"167",4,-13.3558351821504,0.37671540414452,4.165186068012,3.91510374603331
"168",2,-2.76580660893996,4.93775667659342,-0.0763184373911752,-2.52106955756502
"169",1,7.08191950573287,2.4440013125659,-6.01748824586914,-3.0476804439209
"170",2,3.19564475503918,2.77764635591506,-2.10583439419293,-1.92564254132403
"171",3,-3.36151370462012,-5.94608368611344,1.8812309934972,1.28829624642448
"172",4,-6.47244633711649,-2.07021538366605,7.57739757876086,-0.494429021403
"173",2,0.85337952998023,3.75760185082311,-6.70887219750534,3.08594160149985
"174",2,4.01044463021048,-5.08164793087557,-2.44000293230403,4.1869764137052
"175",2,6.38375464799527,-1.31933268395776,-1.02033351646558,-4.61090921547711
"176",2,2.64833392739804,0.727413665315389,1.75142218426437,0.112377052538143
"177",1,11.4948952870788,12.790061022126,-10.7603006767534,-5.45263254588692
"178",2,2.6171256336103,-1.41414432927684,1.40286878089444,1.46447674788159
"179",4,-4.02667911294366,-3.99058526987828,7.14212842553774,0.925935320303629
"180",3,0.477121345349431,-6.12974418447215,-0.988528189151581,0.0994805237655581
"181",1,7.71115312474561,4.51027767158829,-4.44257600585775,-1.24190997657428
"182",1,10.7722554905765,11.5248048335982,-5.40081711223259,-0.725102735656124
"183",4,-15.3807215014281,-5.16556969314219,5.44558028073101,4.49514923350809
"184",1,8.33259415720267,5.80905640665345,-4.20407954831212,-2.35095739133245
"185",4,-7.15548126881796,-11.5947625701413,4.07468503924556,4.90396941209507
"186",1,7.13227187145539,9.13746590273857,-0.978620325786351,-5.33373909991312
"187",3,-4.4177489440679,-2.47483664531815,-1.03256821477968,4.99546049626259
"188",2,3.51323897164032,1.18179401040512,2.85001812081941,-2.37689946503899
"189",3,3.70172204600483,-9.34208763221619,-4.40243629073259,5.2605731496476
"190",2,6.19599769514935,-5.99389761276443,1.96570510492732,-1.17505944624071
"191",4,-11.2785110814897,-9.088543004104,9.16183882854232,6.63621359891417
"192",1,5.86434178124929,5.51663029184129,-5.97029677492493,-6.44982914251118
"193",3,0.47868863353327,-1.4153395031877,-0.498847380567923,6.05031345953844
"194",3,-4.44525430503583,2.8386621591368,0.268484952905597,3.71845361278687
"195",4,-14.8354880941864,-3.07625126498021,1.91996425610128,3.62471996218583
"196",2,3.07169786165415,0.685961043587683,-8.18988805988396,0.103794039446281
"197",4,-12.0024458287336,-9.11349211175579,5.37562416689432,2.8370430058258
"198",2,-0.274382952498541,7.6225115537773,1.14786237324928,-0.695876956778308
"199",3,9.18418586276895,-7.78257565162327,4.39327586537804,-0.399283361060823
"200",3,-0.343888057814272,-5.35258606399985,0.523534924600236,3.47146399696321
"201",2,1.84271511580468,0.532744589392767,1.08518740268122,-3.90243165318069
"202",4,-17.1080969370732,-5.87720149408936,1.76963331564663,3.37113366629157
"203",1,10.9883709014626,10.3220879062194,-6.09015150770758,-5.92582009428734
"204",2,1.89242537357848,-0.479366404675439,3.76184845584148,-3.16926518172034
"205",4,-9.74322402890443,-6.01704897592791,0.974803924167248,5.47188215965875
"206",3,-4.44783208197593,-2.59042523742746,-0.975491812717197,-1.4426974843781
"207",3,-1.82575755657195,3.69174187155801,1.38931858733318,4.46296579402048
"208",2,-0.544340007521303,2.30544471291643,-0.413194341027564,0.381839584335057
"209",4,-11.7938684075108,-4.21796656092491,-1.406061532758,5.10593169622375
"210",2,3.71143296750684,-0.199542441174823,-4.53265080972877,-3.14867963699449
"211",4,-11.5910883481017,-5.95484181455172,-0.974087365612557,5.46187728038446
"212",4,-5.97837415829651,-11.5483559057092,2.38906645948279,-4.51033756622773
"213",3,0.440741353243644,-2.38078938923702,-0.208537703178659,1.79789132630776
"214",1,5.07105243299811,2.78865898480868,-8.1367194051412,-4.0652026071118
"215",1,1.82533344806788,6.79887358265049,-7.0554551701496,-3.57881167610933
"216",2,6.03129158004981,-4.6238384788086,0.215588826796114,0.368446922856267
"217",1,9.9651370692735,10.4506823976593,3.07638606962794,-6.68583207199427
"218",3,-3.13888323644642,0.69927412676559,4.09703214184263,-2.12129695814167
"219",4,-12.1426158265326,-5.7340869961136,0.761871993497967,3.89467334964028
"220",3,-2.14664551237424,3.52391007788373,-0.900446674376172,0.543294534894509
"221",1,5.00495956987332,3.88926205509135,-3.52993952141177,-2.37816566132184
"222",2,1.28306679328285,4.16788789180815,2.14140583363742,-1.08768863152289
"223",2,7.2263675526409,1.15810376839735,-3.41956146741794,-0.283730044103436
"224",3,-3.13111042568293,-7.13536545460993,4.27906255603568,0.862655204938436
"225",1,6.87458178627325,11.1654149974467,-7.67373319895043,-0.426331724972348
"226",3,1.34975339717996,-3.64120923485763,1.43396295473749,-3.69406950685496
"227",3,6.56433976399223,-5.60814827619384,1.59560203561837,-2.39163755939814
"228",2,-6.2904917422495,7.35416729242163,-6.50008081894216,5.6904674071561
"229",4,-12.6344154775438,-9.40308145119331,5.4845600970256,3.35526075175768
"230",3,-1.90452717068777,-9.69468510206532,2.41874652035381,-1.78476041366929
"231",2,1.82579230972566,-2.32584875752938,-1.04929495234392,-1.23993071532971
"232",3,3.66621010107029,-4.59940687026764,3.04983258127102,1.81175107576099
"233",2,-1.25431228556332,2.9402634278896,-5.80246300842271,-0.221936109866816
"234",3,-5.1601015478682,0.352691284541858,-1.6905367310001,-1.79646796050689
"235",3,-6.00656969707263,-5.07285037647298,4.09518545686972,-2.33304062781973
"236",4,-21.9738903622175,-12.4853739833947,4.53770835914428,3.50353567852958
"237",2,-2.20117517459516,-1.65070748463304,-4.46613900274318,-0.696010713749653
"238",3,-5.54367873658589,-6.19180751320951,0.942985299061239,0.730212879056728
"239",3,-1.42187201216067,-0.834545197518207,-2.74746445584914,2.37826656766693
"240",4,-12.7932242778627,2.50574326791138,4.95742145288005,5.30349184047576
"241",2,4.49182615662991,1.76597510229388,2.43729418856721,-6.25057796013623
"242",4,-5.89339143085673,0.603295832936965,4.74948767917074,4.01083700409412
"243",3,4.61443433218866,-7.28616847139503,4.72207679167093,2.6879402320551
"244",3,-4.74779288871188,2.01270526854472,-1.10912455863058,-3.70328590267331
"245",2,3.27595657064875,-4.76783461159929,2.16780842223727,-3.55520343154087
"246",4,-5.29497128473659,-3.66793734270623,7.3184214512039,0.987277149194722
"247",4,-5.7643384587502,-6.96637275266663,5.79526989259903,-1.66970983262733
"248",2,1.53192640272442,-3.52585087527144,-6.47523577161905,-3.23409386813326
"249",3,2.67768733147276,-5.58137728400119,-1.6666368084367,-2.5024589724559
"250",1,7.32727488324197,10.3660658402416,-2.04842897748037,-3.96789968186157
"251",3,-4.0488696322151,0.190659034316086,1.76266133562774,0.957504749820051
"252",2,-4.35916804545786,1.41936482347356,-4.67507895350936,-2.05718341824621
"253",3,-0.665591296060028,-3.42515019289501,4.27748174099408,-2.86087140506237
"254",2,2.00002833009029,3.40182838877219,0.0860746329877639,5.96997117998384
"255",4,-11.5475538258113,5.44949747905396,0.151283023541997,6.31173265569243
"256",3,-1.08399796896502,-5.65303247486118,-0.388510415232032,-4.34193860615726
"257",2,-0.875398158118533,2.6450235584508,-4.49507441717247,2.03412628920956
"258",2,-0.204321992382883,5.2402983027664,-4.68041773258523,1.59500425503322
"259",3,7.39057156320772,-8.24104143711202,0.585285127531689,2.52674010598141
"260",3,-1.93035432521265,2.41032822648323,0.0633762842107831,1.50388364555022
"261",4,-16.4472758590292,-9.40818237088428,4.23613219889651,1.25516221534084
"262",2,9.25457841825961,-4.54531462113532,2.98218184388414,-0.762769472161064
"263",2,1.45596684237055,-0.165523423692126,1.33840486932515,1.81522771720519
"264",2,7.18905784333852,-3.64654991800483,-0.303736848166727,-3.3681970664951
"265",2,0.571612943826331,-1.50058722682583,-5.63933038659196,-2.19082860224733
"266",1,11.4717958560446,10.2402470624928,-1.25985327238895,-5.57418642837131
"267",3,1.0070753489712,-3.77817321806643,1.4308197842009,5.24647922397412
"268",3,-5.5426434771295,-2.17719128761431,-2.80366568050989,0.651160007426407
"269",2,2.64844528993242,-1.56179384774852,-0.791119539755442,-2.79362795413384
"270",1,4.56510274180125,4.43431193641101,-7.48734598338345,-3.94829671407919
"271",1,7.69176707713937,10.0274192878846,-2.13657052739707,-0.280545403800607
"272",3,5.47893991370371,-2.38007776647065,3.13974468674466,4.07223017081624
"273",4,-10.9040233131214,-1.57104508781387,2.61957166084029,5.45416223090017
"274",4,-3.11303976957205,0.299410260177796,7.19705585343016,3.58715299537857
"275",4,-11.2366971025272,-7.928757737375,4.73035539615334,-4.78076837005461
"276",1,9.99985521518429,3.09911212643932,-3.0706526358248,-2.62868286607429
"277",1,10.6486244195977,15.0744824261894,-8.11087405851957,-3.51987064522782
"278",3,-1.43626316317641,-4.03973502221721,3.84084948075999,-3.83914398553622
"279",2,1.16607908593588,4.59765302672309,0.271580110793297,-1.73883240559032
"280",3,-6.34045130910612,4.45426345898284,1.79546433499608,-1.23566374577679
"281",2,9.62327208580702,-5.30867388236921,2.82447833997782,-3.64677783591897
"282",1,1.71971154431597,5.21128248700329,0.158046252857655,-3.22558871404335
"283",3,-0.292152579866226,-4.97010437567177,1.53821146143071,3.70883489542895
"284",3,1.82467352394254,-6.83114917720055,0.982512919993751,-4.95025751379253
"285",4,-12.1395793569565,3.11347705114231,-1.37266281779786,5.90435570865875
"286",2,11.9309318446037,-8.93669605850028,-4.66703693644009,-0.676358444285761
"287",2,0.999671893761071,1.94189796047543,-4.77213617600736,3.71459562466267
"288",1,9.8202313246125,2.74776833361103,-7.34782773455036,-2.50902234967269
"289",3,-1.2736388928657,-5.18038226665548,2.1340548068681,2.72591708188337
"290",2,-0.817537446517618,6.43529884250798,-2.47295780033309,0.293219047194925
"291",4,-11.77057599488,-4.50965539620841,-8.29427581552122,3.17544371082914
"292",1,10.706687688825,6.93096864387924,-2.83259476420695,1.97503322655297
"293",3,1.8342227330447,-11.2053598549418,1.03518507526148,-4.47955129602711
"294",1,11.1193363642752,4.27792027255162,-4.52105830761993,-2.53884713564711
"295",3,1.5738170284842,-6.4860246459252,-0.496204773412821,1.07821490619382
"296",2,4.29025928831081,-0.556303099319389,2.48922515538331,-5.68258403227157
"297",3,-0.749721157292372,-0.651250000113879,5.3237416936603,0.269061351185236
"298",1,8.87317980646861,1.47823569030851,-1.01458059899694,-2.1159022962247
"299",3,-4.34698183840677,-8.28854748697602,2.84872547454607,0.491498584167846
"300",1,3.20935028911867,6.46110663499358,-2.03145642609149,2.46248600810719
"301",3,-5.17133226267237,-2.93482846451349,-0.238660207824612,-0.171518828098945
"302",4,-20.6830895108772,-7.24347766318282,9.15268827266392,0.153409485389315
"303",3,-5.49686596418703,-2.60153522485895,2.88194338613524,2.90098517779366
"304",3,5.14589535208558,-11.7328305633678,3.15026790730296,-0.672399587628852
"305",3,-1.18684199189397,-1.52715599640823,3.28304237488816,0.186243453012012
"306",4,-16.0609068136505,-3.8473447472452,1.94397270324218,0.260822510115397
"307",4,-9.68083704944114,-0.27578526106136,5.59086139606309,-1.03533711566907
"308",2,7.36885680084002,-2.31292439025239,0.473374847196135,-0.0520224825206641
"309",4,-11.0571496718097,-1.57414093158317,-0.0344946741626244,7.99445038626458
"310",3,-2.93817079653223,-6.5540035755937,2.32348915788301,-0.520146166902546
"311",2,0.0145247059556518,3.67940155012082,-2.52015955046282,-1.62013191215549
"312",2,4.05460420557228,-3.29121587888734,2.68435035229857,-1.23232730111382
"313",2,-2.32051614568307,1.92483992494983,-1.76465232658632,0.0583702915105654
"314",3,-2.18567313587741,-5.03555574535052,3.24579067501918,-2.07907183108781
"315",2,3.47165881912347,3.40967230264794,-3.32370636010102,-3.45734819051222
"316",3,-2.5989180812798,3.61335512246035,0.414776880053026,-0.448595981627321
"317",3,1.22482550854366,-4.98174930562207,-0.428430944312948,-1.18958180030182
"318",3,1.6323128155229,1.06694792231714,6.21922867931794,-2.61622704630753
"319",4,-13.5762220716368,0.317004238785151,3.44736013686847,5.61057040031039
"320",4,-10.6186636614369,-4.18811060511635,3.29119652113933,4.79978463757995
"321",4,-7.79505850968737,-6.59022284738667,2.96530662581322,4.99063588283482
"322",1,6.55430549263004,9.07663945469085,0.535858828791638,-4.40717463154195
"323",3,1.94910574340351,-7.46538958478108,0.180269644788758,-0.377367635589433
"324",1,11.5472040682745,7.06417664162089,-5.86682921577309,-5.97119251175677
"325",4,-12.321642204555,-4.58565919418179,2.27146564897148,1.59103615563241
"326",1,12.5968487873271,12.7499052299716,-6.81473086459328,-2.85766206262902
"327",3,-3.06882537860419,-5.31803671432979,1.84085880092675,-2.3064561245201
"328",3,-4.52065530069229,-2.35702992282087,0.888644748802582,1.71337749012294
"329",1,8.21806466825831,14.5090689502063,-8.93723796229176,-6.5883194667533
"330",1,7.87460673921114,5.61627351889869,-0.441047104767007,-5.78785366038662
"331",3,-4.67902444861463,-5.98019268643324,-0.448026588128964,1.18941682026942
"332",3,0.598772795993368,-3.15184310343947,3.37898235959668,-4.56725359081187
"333",3,-0.504319993415534,-2.66051585540238,-0.545002607172241,-1.43274170985565
"334",2,4.54834288449277,0.378319476813768,-1.63758470627875,-4.31464514099459
"335",1,8.73278706393539,11.1997113177448,-4.42181580229826,-0.900375025648728
"336",4,-20.2484487818699,-8.18766515746725,5.20715823020423,4.87968841803779
"337",2,4.85939711081814,-3.86747807144436,0.934049620942817,-2.98113609215174
"338",1,5.42168920868925,9.14886910136197,0.153498320518108,3.48626658848219
"339",2,2.91289571272674,0.0214266722762043,-1.11186889198385,-3.77579659204319
"340",2,1.19367810428069,0.608314205172067,-1.31020168530493,7.24506868019528
"341",1,3.90800118529195,7.47717262397189,-1.60345846550084,3.64827036107532
"342",3,-2.63759255548343,-4.70642180713377,-1.92421295448525,0.537900182481866
"343",2,-3.27580073951169,1.16773738155325,-4.32198180090904,5.06758435735055
"344",3,0.0341875221271954,0.554893506594606,4.23881749763886,2.43148901933844
"345",3,0.110711341606664,-5.63982679155394,0.302205225071943,0.943875693687845
"346",3,3.47553777973049,-8.08524840370455,4.13852274979755,1.05866225700241
"347",1,-0.26697471452235,6.30397973568154,-5.17819378939957,-1.93494407188497
"348",3,-5.00801040733962,0.217094924343936,-0.412702915395611,-0.163303113509021
"349",2,5.84753380324018,-5.81550072846728,-2.847112663724,-0.224114519952811
"350",2,-0.566538425964712,4.01422540154185,0.555407408935857,5.52166583678148
"351",3,-1.83101395339289,-5.66748349193799,1.68268464986844,2.09018624186613
"352",1,11.9842054644136,7.62653802849051,-4.31045305207931,-6.9682784454514
"353",3,-2.7375191341883,-7.48216431388952,3.55727686660136,-3.42833893646862
"354",2,6.78075226540983,-2.66873248222929,2.78320363176941,-4.72389901304149
"355",3,-1.51432945393073,-5.10219259034856,-0.68678755899186,1.62628273731347
"356",3,1.96370654188643,-0.54245699042009,2.04084256789272,4.57790735396932
"357",2,3.76332146870196,2.69933766739413,-3.02988950355774,0.74382847826497
